"state","potency","weight","month","price"
"NY",66,1,8,40
"NY",72,1,8,40
"NY",76,1,8,40
"FL",72,1,8,40
"NY",59,1,8,40
"AK",35,218,9,7500
"NJ",11,429,9,6800
"IL",42,248,9,6500
"IL",47,247,9,6000
"CT",51,123,9,4400
"CA",46,240,9,4400
"NC",69,116,9,4200
"TX",62,162,9,4000
"PA",44,123,9,3600
"VA",53,83,9,3600
"OH",43,121,9,3600
"PA",46,122,9,3600
"IL",74,120,9,3500
"MD",39,127,9,3500
"TN",39,111,9,3400
"OH",55,81,9,3300
"GA",68,104,9,3300
"LA",74,107,9,3200
"LA",21,119,9,3100
"CA",51,111,9,2800
"MA",62,55,9,2700
"VA",59,55,9,2600
"PA",48,65,9,2600
"NJ",33,99,9,2500
"CT",31,124,9,2500
"PA",42,124,9,2500
"TX",49,79,9,2500
"FL",53,81,9,2400
"VA",31,40,9,2400
"IL",44,87,9,2400
"LA",59,53,9,2200
"TX",47,83,9,2200
"VA",31,52,9,2200
"MD",60,54,9,2200
"CT",38,39,9,2200
"WA",75,72,9,2100
"GA",48,62,9,2100
"LA",57,42,9,2100
"VA",41,55,9,2000
"IL",74,51,9,2000
"MD",50,56,9,2000
"TN",63,55,9,2000
"MA",50,52,9,1900
"MD",42,28,9,1900
"MD",34,30,9,1900
"VA",39,59,9,1900
"CA",79,86,9,1800
"CA",78,86,9,1800
"TN",56,43,9,1800
"NJ",57,59,9,1800
"MD",61,61,9,1800
"GA",64,46,9,1800
"CT",51,58,9,1800
"NJ",8,56,9,1700
"NJ",49,55,9,1700
"IL",57,61,9,1700
"GA",60,47,9,1700
"NJ",48,55,9,1700
"NJ",46,51,9,1700
"NJ",52,57,9,1700
"IL",77,62,9,1700
"CA",60,48,9,1700
"NJ",43,54,9,1700
"NJ",38,50,9,1600
"MI",66,47,9,1600
"LA",47,25,9,1600
"NV",61,80,9,1600
"NJ",39,56,9,1600
"MI",66,47,9,1600
"NJ",60,54,9,1600
"MS",30,56,9,1500
"PA",36,45,9,1500
"CA",66,48,9,1500
"CA",76,81,9,1500
"IL",30,72,9,1500
"NY",54,36,9,1400
"IL",57,58,9,1400
"GA",48,54,9,1400
"KY",52,48,9,1400
"NJ",81,7,9,1300
"GA",49,45,9,1300
"VA",85,14,9,1300
"IL",58,48,9,1300
"NJ",42,44,9,1200
"PA",49,47,9,1200
"LA",16,41,9,1200
"NV",75,50,9,1200
"LA",52,55,9,1200
"IL",39,55,9,1200
"VA",48,24,9,1200
"FL",43,32,9,1200
"CA",57,67,9,1200
"NJ",25,30,9,1200
"PA",39,28,9,1100
"WI",49,26,9,1100
"CT",85,27,9,1100
"MD",74,26,9,1100
"CT",45,31,9,1100
"VA",57,27,9,1100
"NY",46,34,9,1000
"WI",51,25,9,1000
"KY",76,30,9,1000
"MA",34,27,9,1000
"CT",76,27,9,1000
"FL",52,26,9,1000
"IL",21,30,9,1000
"RI",53,30,9,1000
"NY",61,24,9,1000
"KY",33,30,9,990
"LA",46,19,9,970
"NY",70,30,9,960
"NY",76,30,9,960
"MD",20,28,9,930
"MI",66,20,9,900
"MO",77,10,9,900
"MD",69,26,9,900
"WA",70,25,9,900
"MD",55,28,9,900
"MO",63,24,9,900
"WI",89,23,9,900
"FL",77,24,9,900
"CT",60,27,9,900
"LA",51,24,9,880
"NY",56,30,9,870
"NY",41,45,9,870
"IL",42,27,9,850
"GA",39,23,9,850
"NJ",29,33,9,840
"IA",52,26,9,800
"CT",55,28,9,800
"IL",53,27,9,800
"FL",41,26,9,800
"IL",71,27,9,800
"CT",54,27,9,800
"FL",79,28,9,800
"TN",60,6,9,800
"NJ",12,16,9,800
"IL",41,24,9,800
"FL",50,16,9,800
"GA",62,20,9,800
"WA",72,24,9,800
"NJ",46,26,9,750
"VA",39,27,9,750
"FL",74,2,9,750
"WA",67,23,9,750
"NJ",28,26,9,750
"NJ",27,23,9,750
"WV",67,5,9,700
"GA",55,28,9,700
"FL",59,11,9,700
"NV",60,26,9,600
"FL",78,5,9,600
"CA",86,11,9,600
"TX",45,25,9,600
"FL",69,3,9,600
"CA",61,22,9,580
"AZ",56,28,9,560
"AL",86,14,9,560
"WV",59,12,9,550
"DC",87,11,9,550
"CT",70,14,9,500
"MD",44,14,9,500
"NJ",49,1,9,500
"VA",20,14,9,500
"CA",61,28,9,500
"CT",37,7,9,500
"FL",64,4,9,500
"CT",36,14,9,500
"IL",65,13,9,500
"FL",47,14,9,500
"VA",41,14,9,500
"FL",65,6,9,500
"MO",53,10,9,500
"NJ",41,3,9,500
"VA",47,13,9,500
"RI",56,14,9,500
"FL",49,9,9,500
"MA",71,4,9,500
"FL",57,10,9,460
"FL",66,3,9,450
"IL",66,26,9,450
"AL",43,12,9,450
"IL",61,12,9,400
"LA",73,7,9,400
"FL",46,7,9,400
"CT",69,5,9,400
"FL",74,5,9,400
"IL",56,13,9,400
"NV",68,8,9,380
"WV",27,6,9,380
"FL",43,3,9,350
"FL",70,1,9,350
"FL",68,1,9,350
"CA",63,7,9,350
"IN",53,7,9,300
"MA",59,6,9,300
"FL",71,3,9,300
"CA",76,7,9,300
"CA",70,7,9,300
"FL",89,2,9,300
"VA",62,2,9,300
"FL",67,1,9,300
"FL",73,1,9,300
"MO",59,5,9,300
"MA",54,7,9,300
"MA",51,6,9,300
"LA",78,5,9,270
"CA",73,13,9,250
"CA",57,14,9,250
"PA",70,6,9,250
"FL",74,1,9,250
"VA",73,6,9,250
"NY",77,2,9,240
"NY",84,5,9,240
"TX",81,3,9,230
"LA",64,4,9,230
"IL",89,4,9,220
"NJ",52,5,9,200
"LA",77,4,9,200
"FL",86,2,9,200
"MO",55,7,9,200
"MO",57,6,9,200
"FL",78,4,9,200
"IN",87,1,9,200
"NY",86,3,9,200
"IN",88,2,9,200
"NY",75,3,9,200
"FL",54,1,9,200
"FL",73,1,9,200
"CA",57,6,9,200
"IL",65,4,9,200
"NY",84,2,9,200
"NY",74,2,9,200
"LA",82,3,9,180
"AL",47,3,9,180
"MA",85,1,9,160
"KS",90,4,9,150
"DC",58,1,9,150
"DC",43,1,9,150
"IN",63,2,9,150
"IN",84,2,9,150
"FL",77,2,9,150
"OH",72,2,9,150
"VA",58,1,9,150
"AL",65,1,9,150
"DC",36,2,9,150
"VA",44,1,9,150
"CA",75,6,9,130
"FL",72,1,9,120
"PA",57,1,9,120
"IL",46,3,9,120
"IN",63,1,9,100
"NY",72,1,9,100
"WV",39,1,9,100
"VA",56,3,9,100
"NY",74,1,9,100
"IN",46,3,9,100
"FL",89,1,9,100
"NY",84,1,9,100
"NY",82,1,9,100
"FL",68,1,9,100
"IL",48,3,9,100
"PA",57,1,9,100
"FL",73,1,9,100
"IL",67,1,9,100
"FL",93,3,9,100
"FL",52,4,9,100
"FL",78,1,9,100
"MA",85,1,9,100
"VA",65,1,9,100
"IN",45,3,9,100
"MA",89,1,9,90
"MA",88,1,9,90
"NY",79,1,9,80
"NY",77,1,9,80
"NY",80,1,9,80
"NY",90,1,9,60
"VA",57,1,9,60
"FL",67,1,9,60
"NY",63,1,9,60
"NY",78,1,9,60
"NY",79,1,9,60
"NJ",24,1,9,60
"NY",83,1,9,60
"NY",64,1,9,60
"NY",68,1,9,60
"NY",82,1,9,60
"NY",80,1,9,60
"FL",87,1,9,50
"FL",91,1,9,50
"MD",67,1,9,50
"FL",53,2,9,50
"IN",49,1,9,50
"VA",34,1,9,50
"OH",64,1,9,50
"NY",79,1,9,40
"NY",79,1,9,40
"MI",75,1,9,40
"NY",75,1,9,40
"KS",48,2,9,30
"CA",56,505,10,8400
"NY",76,185,10,4600
"OH",62,124,10,4300
"MN",45,102,10,4000
"VA",42,121,10,3600
"MD",84,124,10,3600
"TN",48,79,10,3400
"IL",30,125,10,3200
"IL",50,110,10,3200
"FL",62,84,10,3000
"LA",37,124,10,3000
"NJ",50,111,10,3000
"LA",61,128,10,3000
"CA",66,107,10,2800
"MS",33,109,10,2800
"IL",32,111,10,2800
"GA",68,124,10,2800
"IL",71,122,10,2800
"NJ",27,53,10,2700
"VA",51,41,10,2700
"VA",50,35,10,2400
"DC",91,55,10,2400
"CA",41,125,10,2300
"NJ",40,85,10,2200
"CA",64,88,10,2200
"WV",40,48,10,2200
"NJ",64,46,10,2200
"NJ",66,45,10,2200
"FL",62,73,10,2100
"MI",48,134,10,2000
"GA",61,67,10,2000
"NY",88,60,10,2000
"DC",44,84,10,2000
"VA",42,55,10,2000
"GA",65,55,10,2000
"DC",66,53,10,2000
"MA",43,54,10,1900
"FL",43,62,10,1900
"MD",60,60,10,1900
"IL",83,57,10,1900
"IL",41,63,10,1800
"NJ",52,55,10,1800
"NJ",49,39,10,1800
"MD",52,62,10,1800
"IL",57,53,10,1800
"IL",55,61,10,1800
"MD",44,60,10,1700
"VA",36,61,10,1700
"LA",39,51,10,1700
"VA",47,33,10,1700
"VA",34,27,10,1700
"WA",60,81,10,1600
"NJ",49,55,10,1600
"IN",31,60,10,1600
"FL",54,56,10,1600
"LA",70,61,10,1600
"LA",66,55,10,1600
"NJ",35,55,10,1600
"NJ",54,54,10,1600
"FL",70,50,10,1600
"CA",66,55,10,1500
"IL",31,47,10,1500
"IL",38,62,10,1500
"NJ",34,55,10,1500
"GA",48,52,10,1500
"IL",45,56,10,1500
"NJ",26,26,10,1500
"TX",37,56,10,1400
"MA",73,48,10,1400
"NJ",10,27,10,1300
"OK",33,20,10,1300
"WI",78,51,10,1300
"NJ",35,27,10,1300
"VA",51,23,10,1300
"NJ",53,42,10,1200
"DC",84,26,10,1200
"MD",57,20,10,1200
"GA",61,35,10,1200
"DC",44,30,10,1200
"OH",50,25,10,1200
"NY",70,39,10,1100
"CA",66,45,10,1100
"CA",61,62,10,1100
"VA",42,26,10,1100
"WV",46,27,10,1100
"AZ",55,55,10,1100
"VA",52,27,10,1100
"CA",57,56,10,1000
"CT",87,24,10,1000
"CT",83,20,10,1000
"RI",75,31,10,1000
"VA",54,24,10,1000
"MA",67,27,10,1000
"FL",28,39,10,1000
"NY",70,30,10,1000
"CT",72,25,10,1000
"MS",86,12,10,1000
"CT",74,26,10,1000
"FL",60,15,10,1000
"IL",56,27,10,990
"MI",46,34,10,970
"IL",63,27,10,960
"NY",80,26,10,960
"WI",56,28,10,960
"NY",83,34,10,960
"NY",78,26,10,960
"NY",77,29,10,900
"MD",57,26,10,900
"IN",76,26,10,900
"NY",53,29,10,900
"NY",73,30,10,900
"VA",38,27,10,900
"GA",68,25,10,900
"NY",42,31,10,900
"CT",40,35,10,900
"NJ",56,18,10,900
"GA",45,25,10,900
"NY",82,1,10,900
"NY",60,28,10,870
"FL",77,21,10,850
"FL",70,102,10,850
"CA",61,9,10,850
"FL",77,15,10,850
"MO",72,26,10,850
"MS",44,33,10,850
"FL",45,4,10,800
"IL",56,26,10,800
"CA",82,27,10,750
"IN",81,20,10,750
"NJ",23,24,10,750
"DC",90,9,10,750
"GA",55,27,10,750
"LA",59,27,10,750
"CA",81,21,10,750
"VA",73,5,10,750
"VA",82,9,10,750
"DC",87,21,10,700
"PA",66,26,10,700
"MI",43,22,10,700
"FL",88,12,10,700
"FL",38,20,10,700
"VA",57,10,10,680
"MI",63,45,10,650
"IA",43,6,10,650
"IA",51,10,10,650
"GA",43,20,10,650
"IN",38,20,10,600
"HI",80,6,10,600
"FL",75,6,10,600
"NY",79,18,10,600
"OH",69,10,10,600
"FL",72,5,10,600
"CA",55,23,10,580
"CT",55,14,10,540
"TX",59,27,10,520
"IN",45,14,10,500
"FL",80,3,10,500
"DC",71,11,10,500
"VA",37,13,10,500
"OH",57,13,10,500
"NJ",84,6,10,500
"CT",61,11,10,500
"OH",59,13,10,500
"FL",46,12,10,500
"IL",55,5,10,500
"GA",45,16,10,500
"AL",85,3,10,500
"RI",71,7,10,500
"MS",87,8,10,500
"WV",46,5,10,500
"WV",48,4,10,500
"WV",47,4,10,500
"VA",71,7,10,500
"MO",64,8,10,480
"WI",52,14,10,470
"MA",44,13,10,460
"OH",50,13,10,450
"MD",53,12,10,450
"VA",33,13,10,430
"FL",52,8,10,400
"HI",84,4,10,400
"CA",71,10,10,400
"DC",46,28,10,400
"IL",51,12,10,400
"IL",46,13,10,400
"FL",79,2,10,400
"FL",68,11,10,400
"DC",57,11,10,400
"CA",65,13,10,400
"WV",69,5,10,400
"OH",57,5,10,350
"IA",67,4,10,350
"IN",53,4,10,350
"VA",69,7,10,330
"IL",64,7,10,330
"IL",35,7,10,300
"MA",65,6,10,300
"AL",40,7,10,300
"TX",38,4,10,300
"MA",37,6,10,300
"MO",61,4,10,300
"DC",33,5,10,300
"MO",27,6,10,300
"MA",69,2,10,300
"IA",45,2,10,300
"MO",77,4,10,300
"MO",58,3,10,300
"DC",90,3,10,300
"VA",33,10,10,300
"MA",65,6,10,300
"CA",61,9,10,300
"MA",44,3,10,300
"MO",43,7,10,300
"FL",70,2,10,300
"MO",26,6,10,300
"MS",87,4,10,300
"WV",73,2,10,300
"NY",50,23,10,300
"MA",80,6,10,300
"VA",89,2,10,280
"CT",61,6,10,280
"CA",50,14,10,270
"CT",39,6,10,260
"IN",72,7,10,250
"FL",85,1,10,250
"OH",55,3,10,250
"VA",65,6,10,250
"OH",46,2,10,250
"MA",59,6,10,240
"VA",74,1,10,230
"FL",66,6,10,210
"MA",70,2,10,200
"WV",30,2,10,200
"FL",84,1,10,200
"FL",62,1,10,200
"GA",53,6,10,200
"FL",66,5,10,200
"IN",51,6,10,200
"MA",38,2,10,200
"NY",62,12,10,200
"CA",56,3,10,200
"FL",41,10,10,200
"MD",67,3,10,200
"IN",48,6,10,200
"IN",55,6,10,200
"GA",52,4,10,200
"MS",86,3,10,200
"MS",82,1,10,200
"NY",78,3,10,200
"VA",83,2,10,200
"IN",50,7,10,200
"MA",85,2,10,190
"OH",60,2,10,170
"OH",74,1,10,170
"GA",55,5,10,170
"MA",68,1,10,160
"MA",82,2,10,160
"IN",65,2,10,160
"OH",84,1,10,160
"OH",74,2,10,160
"NJ",67,3,10,160
"MA",78,1,10,150
"IN",64,2,10,150
"VA",77,1,10,150
"OH",83,2,10,150
"IN",64,1,10,150
"IN",52,3,10,150
"OH",82,3,10,150
"VA",38,2,10,140
"CA",48,7,10,140
"DC",47,3,10,130
"VA",39,4,10,130
"MO",62,1,10,120
"MO",53,1,10,120
"NY",90,2,10,120
"NY",86,1,10,120
"VA",88,2,10,110
"IN",90,1,10,100
"IN",86,1,10,100
"NY",60,1,10,100
"NY",81,1,10,100
"IN",77,1,10,100
"MA",82,1,10,100
"NY",51,1,10,100
"MA",75,1,10,100
"IN",24,2,10,100
"OH",82,1,10,100
"NY",75,1,10,100
"FL",77,2,10,100
"NY",89,1,10,100
"IA",63,1,10,100
"MI",79,2,10,100
"TN",89,1,10,100
"NY",76,1,10,100
"VA",84,1,10,100
"VA",86,1,10,100
"DC",67,1,10,100
"MD",65,1,10,100
"FL",92,1,10,100
"FL",85,1,10,100
"IL",52,4,10,100
"NY",59,2,10,90
"CA",73,2,10,90
"MA",68,1,10,90
"IN",76,1,10,81
"NY",77,1,10,80
"NY",90,1,10,80
"NY",76,1,10,80
"NY",91,1,10,80
"NY",92,1,10,80
"OH",83,1,10,70
"NY",79,1,10,70
"NY",80,1,10,60
"NY",87,1,10,60
"NY",88,1,10,60
"NY",87,1,10,60
"NY",72,1,10,60
"NY",87,1,10,60
"NY",53,1,10,60
"NY",73,1,10,60
"NY",59,1,10,60
"IN",64,1,10,60
"NY",55,12,10,60
"NY",90,1,10,60
"FL",15,1,10,60
"OH",62,2,10,50
"FL",50,2,10,50
"NY",77,1,10,40
"NY",78,1,10,40
"DC",76,1,10,40
"NY",63,1,10,40
"NY",90,1,10,40
"DC",66,1,10,20
"IL",45,249,11,6000
"NY",82,170,11,4900
"CA",77,247,11,4500
"CA",58,188,11,4400
"NC",49,124,11,3200
"TN",39,126,11,3200
"CT",52,113,11,3200
"FL",82,97,11,3000
"MD",35,79,11,2900
"WA",65,71,11,2900
"LA",35,123,11,2800
"FL",51,84,11,2700
"WI",52,92,11,2600
"VA",35,55,11,2500
"DC",41,59,11,2400
"NJ",67,81,11,2400
"DC",55,57,11,2400
"VA",98,28,11,2400
"OH",51,61,11,2200
"CA",57,82,11,2200
"CA",37,84,11,2200
"MD",66,8,11,2100
"CA",64,78,11,2100
"NJ",49,85,11,2100
"FL",86,76,11,2100
"FL",53,76,11,2100
"GA",59,58,11,2100
"PA",29,66,11,2100
"GA",70,53,11,2000
"CA",55,111,11,2000
"GA",68,43,11,2000
"IL",51,61,11,1900
"WI",44,51,11,1900
"WI",51,55,11,1900
"LA",64,25,11,1900
"MD",64,47,11,1900
"VA",47,46,11,1900
"IL",68,69,11,1800
"AL",52,79,11,1800
"WI",61,53,11,1800
"NJ",45,54,11,1800
"VA",45,49,11,1800
"OH",72,46,11,1800
"FL",38,43,11,1800
"DC",37,60,11,1800
"PA",61,62,11,1700
"NY",75,58,11,1700
"NJ",72,53,11,1600
"GA",52,45,11,1600
"NJ",44,55,11,1600
"NY",74,56,11,1600
"CT",32,55,11,1600
"FL",52,59,11,1600
"NJ",40,50,11,1600
"NY",55,49,11,1600
"IL",49,57,11,1500
"IL",41,54,11,1500
"FL",82,25,11,1500
"IN",47,56,11,1500
"IL",5,40,11,1500
"CT",75,39,11,1400
"CT",79,37,11,1400
"IL",37,51,11,1400
"MS",47,55,11,1400
"CT",70,48,11,1400
"CA",75,48,11,1300
"CA",79,46,11,1200
"TX",39,49,11,1200
"MD",68,27,11,1200
"NY",72,23,11,1200
"CA",78,57,11,1200
"VA",42,28,11,1200
"PA",69,26,11,1100
"MD",85,31,11,1100
"PA",45,27,11,1100
"NH",72,27,11,1100
"WI",83,45,11,1000
"OH",53,27,11,1000
"VA",79,5,11,1000
"IL",73,27,11,1000
"NY",53,23,11,1000
"FL",68,14,11,1000
"IL",44,41,11,1000
"NY",53,23,11,1000
"MD",76,12,11,1000
"CT",52,29,11,1000
"NJ",31,29,11,1000
"WV",29,25,11,1000
"DC",85,11,11,950
"MD",45,27,11,950
"MA",75,25,11,950
"WI",72,21,11,900
"FL",96,22,11,900
"NY",65,29,11,900
"MA",63,27,11,900
"NY",55,26,11,900
"NY",62,28,11,900
"LA",51,20,11,900
"TX",54,27,11,900
"NY",86,29,11,900
"NY",74,29,11,900
"CA",56,56,11,900
"CT",77,30,11,880
"AL",32,18,11,850
"MA",75,24,11,810
"FL",62,10,11,800
"NY",59,29,11,800
"MO",65,25,11,800
"TX",45,26,11,800
"ME",83,6,11,800
"MN",46,21,11,800
"GA",70,26,11,750
"GA",44,23,11,750
"GA",42,19,11,750
"NJ",39,18,11,720
"WA",71,22,11,700
"MD",74,13,11,700
"LA",45,18,11,700
"DC",73,5,11,700
"CA",48,25,11,700
"NJ",72,12,11,650
"VA",78,13,11,600
"VA",81,5,11,600
"OH",49,13,11,600
"WV",70,6,11,600
"NJ",45,10,11,600
"CA",73,23,11,590
"CA",68,27,11,580
"NJ",49,19,11,560
"OH",63,11,11,560
"NJ",65,20,11,560
"PA",60,13,11,550
"FL",80,12,11,550
"OH",78,9,11,550
"OH",89,11,11,550
"CA",79,27,11,540
"VA",82,4,11,530
"CA",45,28,11,520
"FL",80,4,11,500
"KY",84,11,11,500
"IL",72,13,11,500
"VA",51,55,11,500
"VA",48,14,11,500
"FL",61,3,11,500
"MA",73,12,11,480
"CA",77,19,11,480
"MA",67,13,11,450
"IA",84,12,11,430
"IL",74,13,11,400
"FL",68,2,11,400
"FL",42,12,11,400
"NJ",60,8,11,400
"TX",45,54,11,400
"CA",80,11,11,400
"IL",41,12,11,400
"AL",91,5,11,400
"IL",68,11,11,380
"TN",67,6,11,350
"TN",74,6,11,350
"GA",55,9,11,350
"CT",84,1,11,350
"NY",75,4,11,350
"NY",51,4,11,350
"TN",75,4,11,340
"MA",65,9,11,320
"NJ",80,4,11,320
"TN",77,5,11,320
"FL",80,2,11,300
"DC",77,5,11,300
"MA",50,5,11,300
"NY",79,1,11,300
"NJ",84,4,11,300
"NJ",78,3,11,300
"DC",75,2,11,300
"VA",78,2,11,300
"WA",68,12,11,300
"CA",63,13,11,300
"NY",84,9,11,300
"ME",88,2,11,300
"TX",66,7,11,300
"WV",83,2,11,300
"NJ",68,9,11,280
"CA",61,14,11,280
"VA",65,6,11,280
"CA",64,13,11,260
"VA",43,7,11,250
"NJ",92,2,11,250
"MA",72,3,11,250
"NY",59,5,11,250
"DC",47,4,11,250
"MA",79,6,11,240
"CT",41,5,11,240
"CT",42,6,11,240
"VA",57,5,11,230
"VA",96,2,11,220
"MS",87,2,11,220
"NY",76,2,11,200
"VA",46,1,11,200
"OH",89,3,11,200
"NY",77,1,11,200
"TX",45,7,11,200
"WV",53,2,11,200
"NY",83,3,11,200
"ME",83,1,11,200
"PA",39,2,11,200
"MA",30,1,11,200
"NY",76,3,11,200
"PA",71,2,11,200
"VA",65,3,11,180
"IL",46,6,11,170
"MA",64,1,11,160
"MA",78,1,11,160
"TX",92,3,11,160
"DC",56,2,11,160
"DC",57,1,11,160
"MA",52,1,11,150
"CA",77,5,11,150
"IL",56,2,11,150
"DC",66,3,11,150
"VA",57,3,11,150
"PA",72,3,11,150
"IA",72,3,11,150
"CA",60,6,11,140
"NY",80,3,11,130
"PA",63,3,11,120
"AL",49,1,11,100
"NY",79,2,11,100
"NY",87,1,11,100
"NY",86,1,11,100
"NY",84,1,11,100
"MA",55,1,11,100
"NY",90,1,11,100
"NY",90,1,11,100
"NY",82,1,11,100
"NY",92,1,11,100
"NY",92,1,11,100
"NY",89,1,11,100
"NY",70,1,11,100
"NY",79,1,11,100
"IN",68,3,11,100
"MA",77,1,11,100
"NY",81,1,11,100
"NY",62,2,11,100
"IL",39,3,11,90
"NY",82,1,11,80
"NY",80,1,11,80
"NY",64,1,11,80
"CA",79,3,11,80
"NY",64,1,11,80
"NJ",76,1,11,70
"IN",66,1,11,65
"NY",90,1,11,60
"NY",89,1,11,60
"DC",87,1,11,60
"NY",65,1,11,60
"NY",81,1,11,60
"AL",70,1,11,59
"NY",89,1,11,40
"DC",70,1,11,40
"DC",76,1,11,40
"DC",51,1,11,40
"NY",67,1,11,40
"NY",81,1,11,40
"OH",35,249,12,6000
"MD",46,112,12,3500
"FL",78,72,12,3000
"IL",56,124,12,3000
"AL",45,55,12,3000
"WA",69,97,12,2800
"FL",43,62,12,2500
"VA",81,41,12,2500
"VA",86,34,12,2500
"WI",52,55,12,2300
"CA",78,95,12,2300
"NJ",28,43,12,2300
"MD",63,62,12,2200
"NH",84,53,12,2100
"FL",54,71,12,2100
"MD",36,52,12,2000
"GA",51,50,12,2000
"VA",31,50,12,2000
"IL",46,62,12,1800
"MO",47,56,12,1800
"NJ",45,37,12,1800
"NJ",45,63,12,1800
"VA",32,52,12,1800
"PA",24,65,12,1600
"IN",63,55,12,1600
"VA",56,51,12,1500
"IN",33,61,12,1500
"WA",50,44,12,1500
"FL",84,47,12,1500
"IL",53,57,12,1500
"IN",48,52,12,1500
"CA",76,50,12,1500
"NJ",19,49,12,1500
"VA",33,50,12,1400
"IL",68,62,12,1400
"MN",43,61,12,1400
"CA",72,65,12,1400
"IL",54,55,12,1400
"NJ",29,42,12,1300
"MN",35,63,12,1300
"WA",73,51,12,1300
"DC",55,28,12,1200
"GA",59,38,12,1200
"CA",69,53,12,1200
"CA",69,49,12,1200
"FL",52,33,12,1200
"CA",65,51,12,1200
"GA",52,40,12,1200
"CA",62,50,12,1000
"PA",67,27,12,1000
"TX",39,49,12,1000
"VA",73,26,12,1000
"MD",71,29,12,1000
"NC",80,18,12,1000
"NY",50,27,12,1000
"NY",56,28,12,960
"KY",71,22,12,900
"MA",74,27,12,900
"NJ",27,27,12,900
"OH",57,25,12,900
"WI",84,23,12,900
"NY",55,28,12,880
"IL",46,27,12,870
"FL",60,32,12,850
"CT",38,27,12,800
"DC",66,6,12,800
"CT",36,28,12,800
"VA",25,28,12,800
"CA",61,20,12,800
"CA",48,23,12,800
"TN",31,28,12,800
"NJ",42,19,12,750
"NY",77,21,12,710
"WA",81,25,12,700
"WA",83,26,12,700
"NJ",47,17,12,700
"WA",81,25,12,640
"OH",64,13,12,600
"NH",87,8,12,600
"CA",71,26,12,600
"CA",70,17,12,600
"CT",40,27,12,600
"CA",36,28,12,580
"NJ",54,19,12,560
"OH",85,8,12,550
"KY",72,11,12,550
"CA",83,26,12,540
"OH",75,12,12,520
"MO",84,12,12,500
"NH",81,12,12,500
"NJ",32,17,12,500
"VA",58,3,12,500
"FL",57,9,12,500
"MO",77,6,12,500
"VA",55,11,12,450
"NJ",51,13,12,450
"NJ",75,13,12,450
"IL",42,13,12,430
"MA",56,4,12,430
"WA",88,10,12,430
"GA",54,12,12,400
"MA",64,6,12,400
"AL",78,6,12,400
"IL",39,13,12,400
"CT",83,4,12,400
"MS",74,3,12,400
"WI",65,12,12,400
"GA",30,14,12,400
"IA",62,11,12,400
"VA",46,14,12,400
"VA",21,12,12,400
"TN",45,13,12,400
"TN",41,11,12,400
"MO",31,9,12,400
"MO",63,4,12,400
"PA",66,9,12,400
"GA",79,6,12,380
"LA",48,10,12,380
"FL",71,10,12,350
"TN",93,4,12,350
"WA",89,5,12,350
"NY",94,4,12,350
"VA",58,8,12,330
"NJ",84,9,12,330
"TX",38,15,12,300
"VA",62,6,12,300
"VA",43,5,12,300
"NH",72,1,12,300
"MA",29,7,12,300
"IA",67,7,12,300
"IA",71,5,12,300
"IA",74,3,12,300
"NY",83,3,12,280
"MO",84,4,12,280
"OH",54,4,12,270
"CA",70,13,12,270
"CA",80,12,12,270
"NY",43,1,12,260
"PA",73,2,12,260
"OH",80,3,12,260
"VA",48,4,12,260
"VA",28,6,12,250
"IA",60,6,12,250
"IA",61,6,12,250
"NJ",81,10,12,250
"NJ",72,5,12,250
"IA",59,5,12,250
"PA",77,3,12,250
"MO",55,3,12,250
"MO",55,3,12,250
"NY",84,5,12,240
"NJ",90,2,12,240
"VA",62,5,12,240
"NJ",67,4,12,230
"CA",42,11,12,230
"VA",42,6,12,230
"KY",49,5,12,220
"OH",51,3,12,210
"VA",37,4,12,200
"VA",65,1,12,200
"DC",93,1,12,200
"PA",75,2,12,200
"NY",93,2,12,200
"MO",80,2,12,200
"WV",91,1,12,200
"NY",80,1,12,200
"OH",84,3,12,200
"OH",56,3,12,200
"NY",80,3,12,190
"OH",85,3,12,190
"DC",92,1,12,180
"CA",33,7,12,180
"MO",79,2,12,180
"MO",82,2,12,180
"OH",57,3,12,170
"IL",36,7,12,150
"IA",50,2,12,150
"FL",66,2,12,150
"WA",69,3,12,150
"IL",40,6,12,150
"WV",92,1,12,150
"WV",93,1,12,150
"NJ",53,2,12,140
"NJ",75,3,12,130
"VA",74,2,12,120
"VA",40,3,12,120
"MA",47,1,12,120
"IA",83,1,12,100
"VA",80,1,12,100
"MA",83,1,12,100
"IN",67,1,12,100
"NY",80,2,12,100
"DC",92,2,12,100
"VA",22,5,12,100
"IA",79,1,12,100
"MO",69,1,12,100
"MO",81,1,12,100
"MO",82,1,12,100
"MO",33,1,12,100
"TX",77,1,12,80
"NJ",50,1,12,80
"NY",73,1,12,80
"TX",87,1,12,60
"NY",91,1,12,60
"NY",87,1,12,50
"NY",94,1,12,40
"NY",69,1,12,40
"DC",38,1,12,40
"NJ",33,1,12,10
